cycle,level,air_flow,feed_flow,tailings_flow,concentrate_grade,emergency_stop,motor_running
528,50.529,55.000,40.000,38.000,82.811,false,true
529,50.530,55.000,40.000,38.000,82.811,false,true
530,50.531,55.000,40.000,38.000,82.811,false,true
531,50.532,55.000,40.000,38.000,82.811,false,true
532,50.533,55.000,40.000,38.000,82.811,false,true
533,50.534,55.000,40.000,38.000,82.811,false,true
534,50.535,55.000,40.000,38.000,82.811,false,true
535,50.536,55.000,40.000,38.000,82.811,false,true
536,50.537,55.000,40.000,38.000,82.811,false,true
537,50.538,55.000,40.000,38.000,82.811,false,true
538,50.539,55.000,40.000,38.000,82.811,false,true
539,50.540,55.000,40.000,38.000,82.811,false,true
540,50.541,55.000,40.000,38.000,82.811,false,true
541,50.542,55.000,40.000,38.000,82.811,false,true
542,50.543,55.000,40.000,38.000,82.811,false,true
543,50.544,55.000,40.000,38.000,82.811,false,true
544,50.545,55.000,40.000,38.000,82.811,false,true
545,50.546,55.000,40.000,38.000,82.811,false,true
546,50.547,55.000,40.000,38.000,82.811,false,true
547,50.548,55.000,40.000,38.000,82.811,false,true
548,50.549,55.000,40.000,38.000,82.811,false,true
549,50.550,55.000,40.000,38.000,82.811,false,true
550,50.551,55.000,40.000,38.000,82.811,false,true
551,50.552,55.000,40.000,38.000,82.811,false,true
552,50.553,55.000,40.000,38.000,82.811,false,true
553,50.554,55.000,40.000,38.000,82.811,false,true
554,50.555,55.000,40.000,38.000,82.811,false,true
555,50.556,55.000,40.000,38.000,82.811,false,true
556,50.557,55.000,40.000,38.000,82.811,false,true
557,50.558,55.000,40.000,38.000,82.811,false,true
558,50.559,55.000,40.000,38.000,82.811,false,true
559,50.560,55.000,40.000,38.000,82.811,false,true
560,50.561,55.000,40.000,38.000,82.811,false,true
561,50.562,55.000,40.000,38.000,82.811,false,true
562,50.563,55.000,40.000,38.000,82.811,false,true
563,50.564,55.000,40.000,38.000,82.811,false,true
564,50.565,55.000,40.000,38.000,82.811,false,true
565,50.566,55.000,40.000,38.000,82.811,false,true
566,50.567,55.000,40.000,38.000,82.811,false,true
567,50.568,55.000,40.000,38.000,82.811,false,true
568,50.569,55.000,40.000,38.000,82.811,false,true
569,50.570,55.000,40.000,38.000,82.811,false,true
570,50.571,55.000,40.000,38.000,82.811,false,true
571,50.572,55.000,40.000,38.000,82.811,false,true
572,50.573,55.000,40.000,38.000,82.811,false,true
573,50.574,55.000,40.000,38.000,82.811,false,true
574,50.575,55.000,40.000,38.000,82.811,false,true
575,50.576,55.000,40.000,38.000,82.812,false,true
576,50.577,55.000,40.000,38.000,82.812,false,true
577,50.578,55.000,40.000,38.000,82.812,false,true
578,50.579,55.000,40.000,38.000,82.812,false,true
579,50.580,55.000,40.000,38.000,82.812,false,true
580,50.581,55.000,40.000,38.000,82.812,false,true
581,50.582,55.000,40.000,38.000,82.812,false,true
582,50.583,55.000,40.000,38.000,82.812,false,true
583,50.584,55.000,40.000,38.000,82.812,false,true
584,50.585,55.000,40.000,38.000,82.812,false,true
585,50.586,55.000,40.000,38.000,82.812,false,true
586,50.587,55.000,40.000,38.000,82.812,false,true
587,50.588,55.000,40.000,38.000,82.812,false,true
588,50.589,55.000,40.000,38.000,82.812,false,true
589,50.590,55.000,40.000,38.000,82.812,false,true
590,50.591,55.000,40.000,38.000,82.812,false,true
591,50.592,55.000,40.000,38.000,82.812,false,true
592,50.593,55.000,40.000,38.000,82.812,false,true
593,50.594,55.000,40.000,38.000,82.812,false,true
594,50.595,55.000,40.000,38.000,82.812,false,true
595,50.596,55.000,40.000,38.000,82.812,false,true
596,50.597,55.000,40.000,38.000,82.812,false,true
597,50.598,55.000,40.000,38.000,82.812,false,true
598,50.599,55.000,40.000,38.000,82.812,false,true
599,50.600,55.000,40.000,38.000,82.812,false,true
600,50.601,55.000,40.000,38.000,82.812,false,true
601,50.602,55.000,40.000,38.000,82.812,false,true
602,50.603,55.000,40.000,38.000,82.812,false,true
603,50.604,55.000,40.000,38.000,82.812,false,true
604,50.605,55.000,40.000,38.000,82.812,false,true
605,50.606,55.000,40.000,38.000,82.812,false,true
606,50.607,55.000,40.000,38.000,82.812,false,true
607,50.608,55.000,40.000,38.000,82.812,false,true
608,50.609,55.000,40.000,38.000,82.812,false,true
609,50.610,55.000,40.000,38.000,82.812,false,true
610,50.611,55.000,40.000,38.000,82.812,false,true
611,50.612,55.000,40.000,38.000,82.812,false,true
612,50.613,55.000,40.000,38.000,82.812,false,true
613,50.614,55.000,40.000,38.000,82.812,false,true
614,50.615,55.000,40.000,38.000,82.812,false,true
615,50.616,55.000,40.000,38.000,82.812,false,true
616,50.617,55.000,40.000,38.000,82.812,false,true
617,50.618,55.000,40.000,38.000,82.812,false,true
618,50.619,55.000,40.000,38.000,82.812,false,true
619,50.620,55.000,40.000,38.000,82.812,false,true
620,50.621,55.000,40.000,38.000,82.812,false,true
621,50.622,55.000,40.000,38.000,82.812,false,true
622,50.623,55.000,40.000,38.000,82.812,false,true
623,50.624,55.000,40.000,38.000,82.812,false,true
624,50.625,55.000,40.000,38.000,82.812,false,true
625,50.626,55.000,40.000,38.000,82.813,false,true
626,50.627,55.000,40.000,38.000,82.813,false,true
627,50.628,55.000,40.000,38.000,82.813,false,true
628,50.629,55.000,40.000,38.000,82.813,false,true
629,50.630,55.000,40.000,38.000,82.813,false,true
630,50.631,55.000,40.000,38.000,82.813,false,true
631,50.632,55.000,40.000,38.000,82.813,false,true
632,50.633,55.000,40.000,38.000,82.813,false,true
633,50.634,55.000,40.000,38.000,82.813,false,true
634,50.635,55.000,40.000,38.000,82.813,false,true
635,50.636,55.000,40.000,38.000,82.813,false,true
636,50.637,55.000,40.000,38.000,82.813,false,true
637,50.638,55.000,40.000,38.000,82.813,false,true
638,50.639,55.000,40.000,38.000,82.813,false,true
639,50.640,55.000,40.000,38.000,82.813,false,true
640,50.641,55.000,40.000,38.000,82.813,false,true
641,50.642,55.000,40.000,38.000,82.813,false,true
642,50.643,55.000,40.000,38.000,82.813,false,true
643,50.644,55.000,40.000,38.000,82.813,false,true
644,50.645,55.000,40.000,38.000,82.813,false,true
645,50.646,55.000,40.000,38.000,82.813,false,true
646,50.647,55.000,40.000,38.000,82.813,false,true
647,50.648,55.000,40.000,38.000,82.813,false,true
648,50.649,55.000,40.000,38.000,82.813,false,true
649,50.650,55.000,40.000,38.000,82.813,false,true
650,50.651,55.000,40.000,38.000,82.813,false,true
651,50.652,55.000,40.000,38.000,82.813,false,true
652,50.653,55.000,40.000,38.000,82.813,false,true
653,50.654,55.000,40.000,38.000,82.813,false,true
654,50.655,55.000,40.000,38.000,82.813,false,true
655,50.656,55.000,40.000,38.000,82.813,false,true
656,50.657,55.000,40.000,38.000,82.813,false,true
657,50.658,55.000,40.000,38.000,82.813,false,true
658,50.659,55.000,40.000,38.000,82.813,false,true
659,50.660,55.000,40.000,38.000,82.813,false,true
660,50.661,55.000,40.000,38.000,82.813,false,true
661,50.662,55.000,40.000,38.000,82.813,false,true
662,50.663,55.000,40.000,38.000,82.813,false,true
663,50.664,55.000,40.000,38.000,82.813,false,true
664,50.665,55.000,40.000,38.000,82.813,false,true
665,50.666,55.000,40.000,38.000,82.813,false,true
666,50.664,55.000,40.000,43.000,82.813,false,true
667,50.663,55.000,40.000,43.000,82.813,false,true
668,50.661,55.000,40.000,43.000,82.813,false,true
669,50.660,55.000,40.000,43.000,82.813,false,true
670,50.658,55.000,40.000,43.000,82.813,false,true
671,50.657,55.000,40.000,43.000,82.813,false,true
672,50.655,55.000,40.000,43.000,82.813,false,true
673,50.654,55.000,40.000,43.000,82.813,false,true
674,50.652,55.000,40.000,43.000,82.813,false,true
675,50.651,55.000,40.000,43.000,82.813,false,true
676,50.649,55.000,40.000,43.000,82.813,false,true
677,50.648,55.000,40.000,43.000,82.813,false,true
678,50.646,55.000,40.000,43.000,82.813,false,true
679,50.645,55.000,40.000,43.000,82.813,false,true
680,50.643,55.000,40.000,43.000,82.813,false,true
681,50.642,55.000,40.000,43.000,82.813,false,true
682,50.640,55.000,40.000,43.000,82.813,false,true
683,50.639,55.000,40.000,43.000,82.813,false,true
684,50.637,55.000,40.000,43.000,82.813,false,true
685,50.636,55.000,40.000,43.000,82.813,false,true
686,50.634,55.000,40.000,43.000,82.813,false,true
687,50.633,55.000,40.000,43.000,82.813,false,true
688,50.631,55.000,40.000,43.000,82.813,false,true
689,50.630,55.000,40.000,43.000,82.813,false,true
690,50.628,55.000,40.000,43.000,82.813,false,true
691,50.627,55.000,40.000,43.000,82.813,false,true
692,50.625,55.000,40.000,43.000,82.813,false,true
693,50.624,55.000,40.000,43.000,82.812,false,true
694,50.622,55.000,40.000,43.000,82.812,false,true
695,50.621,55.000,40.000,43.000,82.812,false,true
696,50.619,55.000,40.000,43.000,82.812,false,true
697,50.618,55.000,40.000,43.000,82.812,false,true
698,50.616,55.000,40.000,43.000,82.812,false,true
699,50.615,55.000,40.000,43.000,82.812,false,true
700,50.613,55.000,40.000,43.000,82.812,false,true
701,50.612,55.000,40.000,43.000,82.812,false,true
702,50.610,55.000,40.000,43.000,82.812,false,true
703,50.609,55.000,40.000,43.000,82.812,false,true
704,50.607,55.000,40.000,43.000,82.812,false,true
705,50.606,55.000,40.000,43.000,82.812,false,true
706,50.604,55.000,40.000,43.000,82.812,false,true
707,50.603,55.000,40.000,43.000,82.812,false,true
708,50.601,55.000,40.000,43.000,82.812,false,true
709,50.600,55.000,40.000,43.000,82.812,false,true
710,50.598,55.000,40.000,43.000,82.812,false,true
711,50.597,55.000,40.000,43.000,82.812,false,true
712,50.595,55.000,40.000,43.000,82.812,false,true
713,50.594,55.000,40.000,43.000,82.812,false,true
714,50.592,55.000,40.000,43.000,82.812,false,true
715,50.591,55.000,40.000,43.000,82.812,false,true
716,50.589,55.000,40.000,43.000,82.812,false,true
717,50.588,55.000,40.000,43.000,82.812,false,true
718,50.586,55.000,40.000,43.000,82.812,false,true
719,50.585,55.000,40.000,43.000,82.812,false,true
720,50.583,55.000,40.000,43.000,82.812,false,true
721,50.582,55.000,40.000,43.000,82.812,false,true
722,50.580,55.000,40.000,43.000,82.812,false,true
723,50.579,55.000,40.000,43.000,82.812,false,true
724,50.577,55.000,40.000,43.000,82.812,false,true
725,50.576,55.000,40.000,43.000,82.812,false,true
726,50.574,55.000,40.000,43.000,82.811,false,true
727,50.573,55.000,40.000,43.000,82.811,false,true
728,50.571,55.000,40.000,43.000,82.811,false,true
729,50.570,55.000,40.000,43.000,82.811,false,true
730,50.568,55.000,40.000,43.000,82.811,false,true
731,50.567,55.000,40.000,43.000,82.811,false,true
732,50.565,55.000,40.000,43.000,82.811,false,true
733,50.564,55.000,40.000,43.000,82.811,false,true
734,50.562,55.000,40.000,43.000,82.811,false,true
735,50.561,55.000,40.000,43.000,82.811,false,true
736,50.559,55.000,40.000,43.000,82.811,false,true
737,50.558,55.000,40.000,43.000,82.811,false,true
738,50.556,55.000,40.000,43.000,82.811,false,true
739,50.555,55.000,40.000,43.000,82.811,false,true
740,50.553,55.000,40.000,43.000,82.811,false,true
741,50.552,55.000,40.000,43.000,82.811,false,true
742,50.550,55.000,40.000,43.000,82.811,false,true
743,50.549,55.000,40.000,43.000,82.811,false,true
744,50.547,55.000,40.000,43.000,82.811,false,true
745,50.546,55.000,40.000,43.000,82.811,false,true
746,50.544,55.000,40.000,43.000,82.811,false,true
747,50.543,55.000,40.000,43.000,82.811,false,true
748,50.541,55.000,40.000,43.000,82.811,false,true
749,50.540,55.000,40.000,43.000,82.811,false,true
750,50.538,55.000,40.000,43.000,82.811,false,true
751,50.537,55.000,40.000,43.000,82.811,false,true
752,50.535,55.000,40.000,43.000,82.811,false,true
753,50.534,55.000,40.000,43.000,82.811,false,true
754,50.532,55.000,40.000,43.000,82.811,false,true
755,50.531,55.000,40.000,43.000,82.811,false,true
756,50.529,55.000,40.000,43.000,82.811,false,true
757,50.528,55.000,40.000,43.000,82.811,false,true
758,50.526,55.000,40.000,43.000,82.811,false,true
759,50.525,55.000,40.000,43.000,82.810,false,true
760,50.523,55.000,40.000,43.000,82.810,false,true
761,50.522,55.000,40.000,43.000,82.810,false,true
762,50.520,55.000,40.000,43.000,82.810,false,true
763,50.519,55.000,40.000,43.000,82.810,false,true
764,50.517,55.000,40.000,43.000,82.810,false,true
765,50.516,55.000,40.000,43.000,82.810,false,true
766,50.514,55.000,40.000,43.000,82.810,false,true
767,50.513,55.000,40.000,43.000,82.810,false,true
768,50.511,55.000,40.000,43.000,82.810,false,true
769,50.510,55.000,40.000,43.000,82.810,false,true
770,50.508,55.000,40.000,43.000,82.810,false,true
771,50.507,55.000,40.000,43.000,82.810,false,true
772,50.505,55.000,40.000,43.000,82.810,false,true
773,50.504,55.000,40.000,43.000,82.810,false,true
774,50.502,55.000,40.000,43.000,82.810,false,true
775,50.501,55.000,40.000,43.000,82.810,false,true
776,50.499,55.000,40.000,43.000,82.810,false,true
777,50.498,55.000,40.000,43.000,82.810,false,true
778,50.496,55.000,40.000,43.000,82.810,false,true
779,50.495,55.000,40.000,43.000,82.810,false,true
780,50.493,55.000,40.000,43.000,82.810,false,true
781,50.492,55.000,40.000,43.000,82.810,false,true
782,50.490,55.000,40.000,43.000,82.810,false,true
783,50.489,55.000,40.000,43.000,82.810,false,true
784,50.487,55.000,40.000,43.000,82.810,false,true
785,50.486,55.000,40.000,43.000,82.810,false,true
786,50.484,55.000,40.000,43.000,82.810,false,true
787,50.483,55.000,40.000,43.000,82.810,false,true
788,50.481,55.000,40.000,43.000,82.810,false,true
789,50.480,55.000,40.000,43.000,82.810,false,true
790,50.478,55.000,40.000,43.000,82.810,false,true
791,50.477,55.000,40.000,43.000,82.810,false,true
792,50.475,55.000,40.000,43.000,82.810,false,true
793,50.474,55.000,40.000,43.000,82.809,false,true
794,50.472,55.000,40.000,43.000,82.809,false,true
795,50.471,55.000,40.000,43.000,82.809,false,true
796,50.469,55.000,40.000,43.000,82.809,false,true
797,50.468,55.000,40.000,43.000,82.809,false,true
798,50.466,55.000,40.000,43.000,82.809,false,true
799,50.465,55.000,40.000,43.000,82.809,false,true
800,50.463,55.000,40.000,43.000,82.809,false,true
801,50.462,55.000,40.000,43.000,82.809,false,true
802,50.460,55.000,40.000,43.000,82.809,false,true
803,50.459,55.000,40.000,43.000,82.809,false,true
804,50.457,55.000,40.000,43.000,82.809,false,true
805,50.456,55.000,40.000,43.000,82.809,false,true
806,50.454,55.000,40.000,43.000,82.809,false,true
807,50.453,55.000,40.000,43.000,82.809,false,true
808,50.451,55.000,40.000,43.000,82.809,false,true
809,50.450,55.000,40.000,43.000,82.809,false,true
810,50.448,55.000,40.000,43.000,82.809,false,true
811,50.447,55.000,40.000,43.000,82.809,false,true
812,50.445,55.000,40.000,43.000,82.809,false,true
813,50.444,55.000,40.000,43.000,82.809,false,true
814,50.442,55.000,40.000,43.000,82.809,false,true
815,50.441,55.000,40.000,43.000,82.809,false,true
816,50.439,55.000,40.000,43.000,82.809,false,true
817,50.438,55.000,40.000,43.000,82.809,false,true
818,50.436,55.000,40.000,43.000,82.809,false,true
819,50.435,55.000,40.000,43.000,82.809,false,true
820,50.433,55.000,40.000,43.000,82.809,false,true
821,50.432,55.000,40.000,43.000,82.809,false,true
822,50.430,55.000,40.000,43.000,82.809,false,true
823,50.429,55.000,40.000,43.000,82.809,false,true
824,50.427,55.000,40.000,43.000,82.809,false,true
825,50.426,55.000,40.000,43.000,82.809,false,true
826,50.424,55.000,40.000,43.000,82.808,false,true
827,50.423,55.000,40.000,43.000,82.808,false,true
828,50.421,55.000,40.000,43.000,82.808,false,true
829,50.420,55.000,40.000,43.000,82.808,false,true
830,50.418,55.000,40.000,43.000,82.808,false,true
831,50.417,55.000,40.000,43.000,82.808,false,true
832,50.415,55.000,40.000,43.000,82.808,false,true
833,50.414,55.000,40.000,43.000,82.808,false,true
834,50.412,55.000,40.000,43.000,82.808,false,true
835,50.411,55.000,40.000,43.000,82.808,false,true
836,50.409,55.000,40.000,43.000,82.808,false,true
837,50.408,55.000,40.000,43.000,82.808,false,true
838,50.406,55.000,40.000,43.000,82.808,false,true
839,50.405,55.000,40.000,43.000,82.808,false,true
840,50.403,55.000,40.000,43.000,82.808,false,true
841,50.402,55.000,40.000,43.000,82.808,false,true
842,50.400,55.000,40.000,43.000,82.808,false,true
843,50.399,55.000,40.000,43.000,82.808,false,true
844,50.397,55.000,40.000,43.000,82.808,false,true
845,50.396,55.000,40.000,43.000,82.808,false,true
846,50.394,55.000,40.000,43.000,82.808,false,true
847,50.393,55.000,40.000,43.000,82.808,false,true
848,50.391,55.000,40.000,43.000,82.808,false,true
849,50.390,55.000,40.000,43.000,82.808,false,true
850,50.388,55.000,40.000,43.000,82.808,false,true
851,50.387,55.000,40.000,43.000,82.808,false,true
852,50.385,55.000,40.000,43.000,82.808,false,true
853,50.384,55.000,40.000,43.000,82.808,false,true
854,50.382,55.000,40.000,43.000,82.808,false,true
855,50.381,55.000,40.000,43.000,82.808,false,true
856,50.379,55.000,40.000,43.000,82.808,false,true
857,50.378,55.000,40.000,43.000,82.808,false,true
858,50.376,55.000,40.000,43.000,82.808,false,true
859,50.375,55.000,40.000,43.000,82.807,false,true
860,50.373,55.000,40.000,43.000,82.807,false,true
861,50.372,55.000,40.000,43.000,82.807,false,true
862,50.370,55.000,40.000,43.000,82.807,false,true
863,50.369,55.000,40.000,43.000,82.807,false,true
864,50.367,55.000,40.000,43.000,82.807,false,true
865,50.366,55.000,40.000,43.000,82.807,false,true
866,50.364,55.000,40.000,43.000,82.807,false,true
867,50.363,55.000,40.000,43.000,82.807,false,true
868,50.361,55.000,40.000,43.000,82.807,false,true
869,50.360,55.000,40.000,43.000,82.807,false,true
870,50.358,55.000,40.000,43.000,82.807,false,true
871,50.357,55.000,40.000,43.000,82.807,false,true
872,50.355,55.000,40.000,43.000,82.807,false,true
873,50.354,55.000,40.000,43.000,82.807,false,true
874,50.352,55.000,40.000,43.000,82.807,false,true
875,50.351,55.000,40.000,43.000,82.807,false,true
876,50.349,55.000,40.000,43.000,82.807,false,true
877,50.348,55.000,40.000,43.000,82.807,false,true
878,50.346,55.000,40.000,43.000,82.807,false,true
879,50.345,55.000,40.000,43.000,82.807,false,true
880,50.343,55.000,40.000,43.000,82.807,false,true
881,50.342,55.000,40.000,43.000,82.807,false,true
882,50.340,55.000,40.000,43.000,82.807,false,true
883,50.339,55.000,40.000,43.000,82.807,false,true
884,50.337,55.000,40.000,43.000,82.807,false,true
885,50.336,55.000,40.000,43.000,82.807,false,true
886,50.334,55.000,40.000,43.000,82.807,false,true
887,50.333,55.000,40.000,43.000,82.807,false,true
888,50.331,55.000,40.000,43.000,82.807,false,true
889,50.330,55.000,40.000,43.000,82.807,false,true
890,50.328,55.000,40.000,43.000,82.807,false,true
891,50.327,55.000,40.000,43.000,82.807,false,true
892,50.325,55.000,40.000,43.000,82.807,false,true
893,50.324,55.000,40.000,43.000,82.806,false,true
894,50.322,55.000,40.000,43.000,82.806,false,true
895,50.321,55.000,40.000,43.000,82.806,false,true
896,50.319,55.000,40.000,43.000,82.806,false,true
897,50.318,55.000,40.000,43.000,82.806,false,true
898,50.316,55.000,40.000,43.000,82.806,false,true
899,50.315,55.000,40.000,43.000,82.806,false,true
900,50.313,55.000,40.000,43.000,82.806,false,true
901,50.312,55.000,40.000,43.000,82.806,false,true
902,50.310,55.000,40.000,43.000,82.806,false,true
903,50.309,55.000,40.000,43.000,82.806,false,true
904,50.307,55.000,40.000,43.000,82.806,false,true
905,50.306,55.000,40.000,43.000,82.806,false,true
906,50.304,55.000,40.000,43.000,82.806,false,true
907,50.303,55.000,40.000,43.000,82.806,false,true
908,50.301,55.000,40.000,43.000,82.806,false,true
909,50.300,55.000,40.000,43.000,82.806,false,true
910,50.298,55.000,40.000,43.000,82.806,false,true
911,50.297,55.000,40.000,43.000,82.806,false,true
912,50.295,55.000,40.000,43.000,82.806,false,true
913,50.294,55.000,40.000,43.000,82.806,false,true
914,50.292,55.000,40.000,43.000,82.806,false,true
915,50.291,55.000,40.000,43.000,82.806,false,true
916,50.289,55.000,40.000,43.000,82.806,false,true
917,50.288,55.000,40.000,43.000,82.806,false,true
918,50.286,55.000,40.000,43.000,82.806,false,true
919,50.285,55.000,40.000,43.000,82.806,false,true
920,50.283,55.000,40.000,43.000,82.806,false,true
921,50.282,55.000,40.000,43.000,82.806,false,true
922,50.280,55.000,40.000,43.000,82.806,false,true
923,50.279,55.000,40.000,43.000,82.806,false,true
924,50.277,55.000,40.000,43.000,82.806,false,true
925,50.276,55.000,40.000,43.000,82.806,false,true
926,50.274,55.000,40.000,43.000,82.805,false,true
927,50.273,55.000,40.000,43.000,82.805,false,true
928,50.271,55.000,40.000,43.000,82.805,false,true
929,50.270,55.000,40.000,43.000,82.805,false,true
930,50.268,55.000,40.000,43.000,82.805,false,true
931,50.267,55.000,40.000,43.000,82.805,false,true
932,50.265,55.000,40.000,43.000,82.805,false,true
933,50.264,55.000,40.000,43.000,82.805,false,true
934,50.262,55.000,40.000,43.000,82.805,false,true
935,50.261,55.000,40.000,43.000,82.805,false,true
936,50.259,55.000,40.000,43.000,82.805,false,true
937,50.258,55.000,40.000,43.000,82.805,false,true
938,50.256,55.000,40.000,43.000,82.805,false,true
939,50.255,55.000,40.000,43.000,82.805,false,true
940,50.253,55.000,40.000,43.000,82.805,false,true
941,50.252,55.000,40.000,43.000,82.805,false,true
942,50.250,55.000,40.000,43.000,82.805,false,true
943,50.249,55.000,40.000,43.000,82.805,false,true
944,50.247,55.000,40.000,43.000,82.805,false,true
945,50.246,55.000,40.000,43.000,82.805,false,true
946,50.244,55.000,40.000,43.000,82.805,false,true
947,50.243,55.000,40.000,43.000,82.805,false,true
948,50.241,55.000,40.000,43.000,82.805,false,true
949,50.240,55.000,40.000,43.000,82.805,false,true
950,50.238,55.000,40.000,43.000,82.805,false,true
951,50.237,55.000,40.000,43.000,82.805,false,true
952,50.235,55.000,40.000,43.000,82.805,false,true
953,50.234,55.000,40.000,43.000,82.805,false,true
954,50.232,55.000,40.000,43.000,82.805,false,true
955,50.231,55.000,40.000,43.000,82.805,false,true
956,50.229,55.000,40.000,43.000,82.805,false,true
957,50.228,55.000,40.000,43.000,82.805,false,true
958,50.226,55.000,40.000,43.000,82.805,false,true
959,50.225,55.000,40.000,43.000,82.804,false,true
960,50.223,55.000,40.000,43.000,82.804,false,true
961,50.222,55.000,40.000,43.000,82.804,false,true
962,50.220,55.000,40.000,43.000,82.804,false,true
963,50.219,55.000,40.000,43.000,82.804,false,true
964,50.217,55.000,40.000,43.000,82.804,false,true
965,50.216,55.000,40.000,43.000,82.804,false,true
966,50.214,55.000,40.000,43.000,82.804,false,true
967,50.213,55.000,40.000,43.000,82.804,false,true
968,50.211,55.000,40.000,43.000,82.804,false,true
969,50.210,55.000,40.000,43.000,82.804,false,true
970,50.208,55.000,40.000,43.000,82.804,false,true
971,50.207,55.000,40.000,43.000,82.804,false,true
972,50.205,55.000,40.000,43.000,82.804,false,true
973,50.204,55.000,40.000,43.000,82.804,false,true
974,50.202,55.000,40.000,43.000,82.804,false,true
975,50.201,55.000,40.000,43.000,82.804,false,true
976,50.199,55.000,40.000,43.000,82.804,false,true
977,50.198,55.000,40.000,43.000,82.804,false,true
978,50.196,55.000,40.000,43.000,82.804,false,true
979,50.195,55.000,40.000,43.000,82.804,false,true
980,50.193,55.000,40.000,43.000,82.804,false,true
981,50.192,55.000,40.000,43.000,82.804,false,true
982,50.190,55.000,40.000,43.000,82.804,false,true
983,50.189,55.000,40.000,43.000,82.804,false,true
984,50.187,55.000,40.000,43.000,82.804,false,true
985,50.186,55.000,40.000,43.000,82.804,false,true
986,50.184,55.000,40.000,43.000,82.804,false,true
987,50.183,55.000,40.000,43.000,82.804,false,true
988,50.181,55.000,40.000,43.000,82.804,false,true
989,50.180,55.000,40.000,43.000,82.804,false,true
990,50.178,55.000,40.000,43.000,82.804,false,true
991,50.177,55.000,40.000,43.000,82.804,false,true
992,50.175,55.000,40.000,43.000,82.804,false,true
993,50.174,55.000,40.000,43.000,82.803,false,true
994,50.172,55.000,40.000,43.000,82.803,false,true
995,50.171,55.000,40.000,43.000,82.803,false,true
996,50.169,55.000,40.000,43.000,82.803,false,true
997,50.168,55.000,40.000,43.000,82.803,false,true
998,50.166,55.000,40.000,43.000,82.803,false,true
999,50.165,55.000,40.000,43.000,82.803,false,true
