sample,operation,node_id,status,latency_us,value
527,read,ns=2;s=SDPLC.tank.level,Good,50.810000,468.393
528,read,ns=2;s=SDPLC.tank.level,Good,50.810000,609.493
529,read,ns=2;s=SDPLC.tank.level,Good,50.810000,509.292
530,read,ns=2;s=SDPLC.tank.level,Good,50.810000,568.032
531,read,ns=2;s=SDPLC.tank.level,Good,50.810000,567.024
532,read,ns=2;s=SDPLC.tank.level,Good,50.811000,481.898
533,read,ns=2;s=SDPLC.tank.level,Good,50.811000,562.578
534,read,ns=2;s=SDPLC.tank.level,Good,50.811000,483.282
535,read,ns=2;s=SDPLC.tank.level,Good,50.811000,579.489
536,read,ns=2;s=SDPLC.tank.level,Good,50.811000,476.997
537,read,ns=2;s=SDPLC.tank.level,Good,50.811000,558.447
538,read,ns=2;s=SDPLC.tank.level,Good,50.811000,468.992
539,read,ns=2;s=SDPLC.tank.level,Good,50.811000,573.628
540,read,ns=2;s=SDPLC.tank.level,Good,50.811000,523.170
541,read,ns=2;s=SDPLC.tank.level,Good,50.811000,549.392
542,read,ns=2;s=SDPLC.tank.level,Good,50.811000,545.091
543,read,ns=2;s=SDPLC.tank.level,Good,50.811000,500.203
544,read,ns=2;s=SDPLC.tank.level,Good,50.811000,555.659
545,read,ns=2;s=SDPLC.tank.level,Good,50.811000,474.626
546,read,ns=2;s=SDPLC.tank.level,Good,50.811000,537.939
547,read,ns=2;s=SDPLC.tank.level,Good,50.811000,507.705
548,read,ns=2;s=SDPLC.tank.level,Good,50.811000,555.563
549,read,ns=2;s=SDPLC.tank.level,Good,50.811000,519.624
550,read,ns=2;s=SDPLC.tank.level,Good,50.812000,627.908
551,read,ns=2;s=SDPLC.tank.level,Good,50.812000,443.157
552,read,ns=2;s=SDPLC.tank.level,Good,50.812000,593.038
553,read,ns=2;s=SDPLC.tank.level,Good,50.812000,499.555
554,read,ns=2;s=SDPLC.tank.level,Good,50.812000,592.810
555,read,ns=2;s=SDPLC.tank.level,Good,50.812000,613.984
556,read,ns=2;s=SDPLC.tank.level,Good,50.812000,444.408
557,read,ns=2;s=SDPLC.tank.level,Good,50.812000,550.803
558,read,ns=2;s=SDPLC.tank.level,Good,50.812000,551.881
559,read,ns=2;s=SDPLC.tank.level,Good,50.812000,528.721
560,read,ns=2;s=SDPLC.tank.level,Good,50.812000,454.226
561,read,ns=2;s=SDPLC.tank.level,Good,50.812000,492.954
562,read,ns=2;s=SDPLC.tank.level,Good,50.812000,486.144
563,read,ns=2;s=SDPLC.tank.level,Good,50.812000,523.625
564,read,ns=2;s=SDPLC.tank.level,Good,50.812000,490.146
565,read,ns=2;s=SDPLC.tank.level,Good,50.812000,558.931
566,read,ns=2;s=SDPLC.tank.level,Good,50.812000,492.706
567,read,ns=2;s=SDPLC.tank.level,Good,50.812000,568.431
568,read,ns=2;s=SDPLC.tank.level,Good,50.812000,526.353
569,read,ns=2;s=SDPLC.tank.level,Good,50.813000,530.678
570,read,ns=2;s=SDPLC.tank.level,Good,50.813000,496.610
571,read,ns=2;s=SDPLC.tank.level,Good,50.813000,553.064
572,read,ns=2;s=SDPLC.tank.level,Good,50.813000,451.277
573,read,ns=2;s=SDPLC.tank.level,Good,50.813000,486.236
574,read,ns=2;s=SDPLC.tank.level,Good,50.813000,460.735
575,read,ns=2;s=SDPLC.tank.level,Good,50.813000,518.956
576,read,ns=2;s=SDPLC.tank.level,Good,50.813000,483.832
577,read,ns=2;s=SDPLC.tank.level,Good,50.813000,516.756
578,read,ns=2;s=SDPLC.tank.level,Good,50.813000,513.441
579,read,ns=2;s=SDPLC.tank.level,Good,50.813000,547.635
580,read,ns=2;s=SDPLC.tank.level,Good,50.813000,515.496
581,read,ns=2;s=SDPLC.tank.level,Good,50.813000,495.157
582,read,ns=2;s=SDPLC.tank.level,Good,50.813000,539.208
583,read,ns=2;s=SDPLC.tank.level,Good,50.813000,490.035
584,read,ns=2;s=SDPLC.tank.level,Good,50.813000,536.717
585,read,ns=2;s=SDPLC.tank.level,Good,50.813000,492.665
586,read,ns=2;s=SDPLC.tank.level,Good,50.813000,546.358
587,read,ns=2;s=SDPLC.tank.level,Good,50.813000,498.066
588,read,ns=2;s=SDPLC.tank.level,Good,50.814000,559.007
589,read,ns=2;s=SDPLC.tank.level,Good,50.814000,482.745
590,read,ns=2;s=SDPLC.tank.level,Good,50.814000,556.317
591,read,ns=2;s=SDPLC.tank.level,Good,50.814000,491.551
592,read,ns=2;s=SDPLC.tank.level,Good,50.814000,561.574
593,read,ns=2;s=SDPLC.tank.level,Good,50.814000,535.461
594,read,ns=2;s=SDPLC.tank.level,Good,50.814000,521.538
595,read,ns=2;s=SDPLC.tank.level,Good,50.814000,507.744
596,read,ns=2;s=SDPLC.tank.level,Good,50.814000,542.637
597,read,ns=2;s=SDPLC.tank.level,Good,50.814000,514.106
598,read,ns=2;s=SDPLC.tank.level,Good,50.814000,555.058
599,read,ns=2;s=SDPLC.tank.level,Good,50.814000,543.334
600,read,ns=2;s=SDPLC.tank.level,Good,50.814000,604.862
601,read,ns=2;s=SDPLC.tank.level,Good,50.814000,724.949
602,read,ns=2;s=SDPLC.tank.level,Good,50.814000,534.298
603,read,ns=2;s=SDPLC.tank.level,Good,50.814000,543.704
604,read,ns=2;s=SDPLC.tank.level,Good,50.814000,546.116
605,read,ns=2;s=SDPLC.tank.level,Good,50.814000,550.434
606,read,ns=2;s=SDPLC.tank.level,Good,50.815000,586.165
607,read,ns=2;s=SDPLC.tank.level,Good,50.815000,490.417
608,read,ns=2;s=SDPLC.tank.level,Good,50.815000,639.456
609,read,ns=2;s=SDPLC.tank.level,Good,50.815000,529.033
610,read,ns=2;s=SDPLC.tank.level,Good,50.815000,580.618
611,read,ns=2;s=SDPLC.tank.level,Good,50.815000,500.721
612,read,ns=2;s=SDPLC.tank.level,Good,50.815000,521.160
613,read,ns=2;s=SDPLC.tank.level,Good,50.815000,553.326
614,read,ns=2;s=SDPLC.tank.level,Good,50.815000,517.206
615,read,ns=2;s=SDPLC.tank.level,Good,50.815000,588.456
616,read,ns=2;s=SDPLC.tank.level,Good,50.815000,464.921
617,read,ns=2;s=SDPLC.tank.level,Good,50.815000,518.000
618,read,ns=2;s=SDPLC.tank.level,Good,50.815000,468.213
619,read,ns=2;s=SDPLC.tank.level,Good,50.815000,552.609
620,read,ns=2;s=SDPLC.tank.level,Good,50.815000,446.557
621,read,ns=2;s=SDPLC.tank.level,Good,50.815000,563.500
622,read,ns=2;s=SDPLC.tank.level,Good,50.815000,463.469
623,read,ns=2;s=SDPLC.tank.level,Good,50.815000,581.754
624,read,ns=2;s=SDPLC.tank.level,Good,50.815000,523.323
625,read,ns=2;s=SDPLC.tank.level,Good,50.816000,639.636
626,read,ns=2;s=SDPLC.tank.level,Good,50.816000,483.972
627,read,ns=2;s=SDPLC.tank.level,Good,50.816000,606.718
628,read,ns=2;s=SDPLC.tank.level,Good,50.816000,476.472
629,read,ns=2;s=SDPLC.tank.level,Good,50.816000,479.338
630,read,ns=2;s=SDPLC.tank.level,Good,50.816000,487.678
631,read,ns=2;s=SDPLC.tank.level,Good,50.816000,480.111
632,read,ns=2;s=SDPLC.tank.level,Good,50.816000,532.654
633,read,ns=2;s=SDPLC.tank.level,Good,50.816000,558.532
634,read,ns=2;s=SDPLC.tank.level,Good,50.816000,563.523
635,read,ns=2;s=SDPLC.tank.level,Good,50.816000,534.632
636,read,ns=2;s=SDPLC.tank.level,Good,50.816000,501.888
637,read,ns=2;s=SDPLC.tank.level,Good,50.816000,489.927
638,read,ns=2;s=SDPLC.tank.level,Good,50.816000,563.272
639,read,ns=2;s=SDPLC.tank.level,Good,50.816000,504.814
640,read,ns=2;s=SDPLC.tank.level,Good,50.816000,559.488
641,read,ns=2;s=SDPLC.tank.level,Good,50.816000,508.139
642,read,ns=2;s=SDPLC.tank.level,Good,50.816000,569.576
643,read,ns=2;s=SDPLC.tank.level,Good,50.816000,672.292
644,read,ns=2;s=SDPLC.tank.level,Good,50.817000,471.860
645,read,ns=2;s=SDPLC.tank.level,Good,50.817000,528.988
646,read,ns=2;s=SDPLC.tank.level,Good,50.817000,466.753
647,read,ns=2;s=SDPLC.tank.level,Good,50.817000,540.750
648,read,ns=2;s=SDPLC.tank.level,Good,50.817000,519.654
649,read,ns=2;s=SDPLC.tank.level,Good,50.817000,560.751
650,read,ns=2;s=SDPLC.tank.level,Good,50.817000,492.466
651,read,ns=2;s=SDPLC.tank.level,Good,50.817000,565.509
652,read,ns=2;s=SDPLC.tank.level,Good,50.817000,549.947
653,read,ns=2;s=SDPLC.tank.level,Good,50.817000,583.872
654,read,ns=2;s=SDPLC.tank.level,Good,50.817000,571.628
655,read,ns=2;s=SDPLC.tank.level,Good,50.817000,509.993
656,read,ns=2;s=SDPLC.tank.level,Good,50.817000,622.768
657,read,ns=2;s=SDPLC.tank.level,Good,50.817000,528.139
658,read,ns=2;s=SDPLC.tank.level,Good,50.817000,523.870
659,read,ns=2;s=SDPLC.tank.level,Good,50.817000,502.331
660,read,ns=2;s=SDPLC.tank.level,Good,50.817000,564.287
661,read,ns=2;s=SDPLC.tank.level,Good,50.817000,542.628
662,read,ns=2;s=SDPLC.tank.level,Good,50.818000,618.623
663,read,ns=2;s=SDPLC.tank.level,Good,50.818000,569.919
664,read,ns=2;s=SDPLC.tank.level,Good,50.818000,571.863
665,read,ns=2;s=SDPLC.tank.level,Good,50.818000,532.242
666,read,ns=2;s=SDPLC.tank.level,Good,50.818000,474.014
667,read,ns=2;s=SDPLC.tank.level,Good,50.818000,500.685
668,read,ns=2;s=SDPLC.tank.level,Good,50.818000,501.284
669,read,ns=2;s=SDPLC.tank.level,Good,50.818000,516.723
670,read,ns=2;s=SDPLC.tank.level,Good,50.818000,484.691
671,read,ns=2;s=SDPLC.tank.level,Good,50.818000,533.234
672,read,ns=2;s=SDPLC.tank.level,Good,50.818000,495.448
673,read,ns=2;s=SDPLC.tank.level,Good,50.818000,598.278
674,read,ns=2;s=SDPLC.tank.level,Good,50.818000,518.517
675,read,ns=2;s=SDPLC.tank.level,Good,50.818000,504.623
676,read,ns=2;s=SDPLC.tank.level,Good,50.818000,484.380
677,read,ns=2;s=SDPLC.tank.level,Good,50.818000,567.222
678,read,ns=2;s=SDPLC.tank.level,Good,50.818000,478.890
679,read,ns=2;s=SDPLC.tank.level,Good,50.818000,600.317
680,read,ns=2;s=SDPLC.tank.level,Good,50.818000,601.754
681,read,ns=2;s=SDPLC.tank.level,Good,50.819000,589.840
682,read,ns=2;s=SDPLC.tank.level,Good,50.819000,586.494
683,read,ns=2;s=SDPLC.tank.level,Good,50.819000,493.638
684,read,ns=2;s=SDPLC.tank.level,Good,50.819000,593.541
685,read,ns=2;s=SDPLC.tank.level,Good,50.819000,591.548
686,read,ns=2;s=SDPLC.tank.level,Good,50.819000,721.598
687,read,ns=2;s=SDPLC.tank.level,Good,50.819000,696.070
688,read,ns=2;s=SDPLC.tank.level,Good,50.819000,936.400
689,read,ns=2;s=SDPLC.tank.level,Good,50.819000,623.016
690,read,ns=2;s=SDPLC.tank.level,Good,50.819000,684.252
691,read,ns=2;s=SDPLC.tank.level,Good,50.819000,640.329
692,read,ns=2;s=SDPLC.tank.level,Good,50.819000,547.085
693,read,ns=2;s=SDPLC.tank.level,Good,50.819000,615.108
694,read,ns=2;s=SDPLC.tank.level,Good,50.819000,875.007
695,read,ns=2;s=SDPLC.tank.level,Good,50.819000,839.183
696,read,ns=2;s=SDPLC.tank.level,Good,50.820000,793.622
697,read,ns=2;s=SDPLC.tank.level,Good,50.820000,614.142
698,read,ns=2;s=SDPLC.tank.level,Good,50.820000,647.068
699,read,ns=2;s=SDPLC.tank.level,Good,50.820000,574.741
700,read,ns=2;s=SDPLC.tank.level,Good,50.820000,632.092
701,read,ns=2;s=SDPLC.tank.level,Good,50.820000,576.966
702,read,ns=2;s=SDPLC.tank.level,Good,50.820000,585.008
703,read,ns=2;s=SDPLC.tank.level,Good,50.820000,697.743
704,read,ns=2;s=SDPLC.tank.level,Good,50.820000,621.974
705,read,ns=2;s=SDPLC.tank.level,Good,50.820000,622.737
706,read,ns=2;s=SDPLC.tank.level,Good,50.820000,753.710
707,read,ns=2;s=SDPLC.tank.level,Good,50.820000,829.365
708,read,ns=2;s=SDPLC.tank.level,Good,50.820000,523.022
709,read,ns=2;s=SDPLC.tank.level,Good,50.820000,592.666
710,read,ns=2;s=SDPLC.tank.level,Good,50.820000,557.175
711,read,ns=2;s=SDPLC.tank.level,Good,50.821000,690.102
712,read,ns=2;s=SDPLC.tank.level,Good,50.821000,591.792
713,read,ns=2;s=SDPLC.tank.level,Good,50.821000,606.771
714,read,ns=2;s=SDPLC.tank.level,Good,50.821000,645.209
715,read,ns=2;s=SDPLC.tank.level,Good,50.821000,846.067
716,read,ns=2;s=SDPLC.tank.level,Good,50.821000,580.117
717,read,ns=2;s=SDPLC.tank.level,Good,50.821000,628.819
718,read,ns=2;s=SDPLC.tank.level,Good,50.821000,567.855
719,read,ns=2;s=SDPLC.tank.level,Good,50.821000,604.305
720,read,ns=2;s=SDPLC.tank.level,Good,50.821000,585.984
721,read,ns=2;s=SDPLC.tank.level,Good,50.821000,486.739
722,read,ns=2;s=SDPLC.tank.level,Good,50.821000,594.388
723,read,ns=2;s=SDPLC.tank.level,Good,50.821000,658.758
724,read,ns=2;s=SDPLC.tank.level,Good,50.821000,543.529
725,read,ns=2;s=SDPLC.tank.level,Good,50.821000,591.612
726,read,ns=2;s=SDPLC.tank.level,Good,50.821000,558.145
727,read,ns=2;s=SDPLC.tank.level,Good,50.822000,760.259
728,read,ns=2;s=SDPLC.tank.level,Good,50.822000,513.543
729,read,ns=2;s=SDPLC.tank.level,Good,50.822000,549.776
730,read,ns=2;s=SDPLC.tank.level,Good,50.822000,561.144
731,read,ns=2;s=SDPLC.tank.level,Good,50.822000,526.337
732,read,ns=2;s=SDPLC.tank.level,Good,50.822000,630.301
733,read,ns=2;s=SDPLC.tank.level,Good,50.822000,679.637
734,read,ns=2;s=SDPLC.tank.level,Good,50.822000,547.997
735,read,ns=2;s=SDPLC.tank.level,Good,50.822000,551.176
736,read,ns=2;s=SDPLC.tank.level,Good,50.822000,527.564
737,read,ns=2;s=SDPLC.tank.level,Good,50.822000,742.101
738,read,ns=2;s=SDPLC.tank.level,Good,50.822000,529.871
739,read,ns=2;s=SDPLC.tank.level,Good,50.822000,516.507
740,read,ns=2;s=SDPLC.tank.level,Good,50.822000,480.388
741,read,ns=2;s=SDPLC.tank.level,Good,50.822000,539.175
742,read,ns=2;s=SDPLC.tank.level,Good,50.822000,521.165
743,read,ns=2;s=SDPLC.tank.level,Good,50.822000,464.674
744,read,ns=2;s=SDPLC.tank.level,Good,50.822000,479.838
745,read,ns=2;s=SDPLC.tank.level,Good,50.823000,480.800
746,read,ns=2;s=SDPLC.tank.level,Good,50.823000,502.451
747,read,ns=2;s=SDPLC.tank.level,Good,50.823000,530.600
748,read,ns=2;s=SDPLC.tank.level,Good,50.823000,472.033
749,read,ns=2;s=SDPLC.tank.level,Good,50.823000,538.416
750,read,ns=2;s=SDPLC.tank.level,Good,50.823000,523.986
751,read,ns=2;s=SDPLC.tank.level,Good,50.823000,498.076
752,read,ns=2;s=SDPLC.tank.level,Good,50.823000,548.633
753,read,ns=2;s=SDPLC.tank.level,Good,50.823000,536.554
754,read,ns=2;s=SDPLC.tank.level,Good,50.823000,532.932
755,read,ns=2;s=SDPLC.tank.level,Good,50.823000,531.579
756,read,ns=2;s=SDPLC.tank.level,Good,50.823000,493.610
757,read,ns=2;s=SDPLC.tank.level,Good,50.823000,543.422
758,read,ns=2;s=SDPLC.tank.level,Good,50.823000,543.633
759,read,ns=2;s=SDPLC.tank.level,Good,50.823000,469.855
760,read,ns=2;s=SDPLC.tank.level,Good,50.823000,503.392
761,read,ns=2;s=SDPLC.tank.level,Good,50.823000,517.693
762,read,ns=2;s=SDPLC.tank.level,Good,50.823000,511.023
763,read,ns=2;s=SDPLC.tank.level,Good,50.823000,462.067
764,read,ns=2;s=SDPLC.tank.level,Good,50.824000,509.383
765,read,ns=2;s=SDPLC.tank.level,Good,50.824000,498.104
766,read,ns=2;s=SDPLC.tank.level,Good,50.824000,421.664
767,read,ns=2;s=SDPLC.tank.level,Good,50.824000,395.285
768,read,ns=2;s=SDPLC.tank.level,Good,50.824000,404.208
769,read,ns=2;s=SDPLC.tank.level,Good,50.824000,440.467
770,read,ns=2;s=SDPLC.tank.level,Good,50.824000,437.279
771,read,ns=2;s=SDPLC.tank.level,Good,50.824000,529.619
772,read,ns=2;s=SDPLC.tank.level,Good,50.824000,486.496
773,read,ns=2;s=SDPLC.tank.level,Good,50.824000,539.477
774,read,ns=2;s=SDPLC.tank.level,Good,50.824000,500.181
775,read,ns=2;s=SDPLC.tank.level,Good,50.824000,577.777
776,read,ns=2;s=SDPLC.tank.level,Good,50.824000,520.027
777,read,ns=2;s=SDPLC.tank.level,Good,50.824000,566.989
778,read,ns=2;s=SDPLC.tank.level,Good,50.824000,514.722
779,read,ns=2;s=SDPLC.tank.level,Good,50.824000,517.467
780,read,ns=2;s=SDPLC.tank.level,Good,50.824000,511.966
781,read,ns=2;s=SDPLC.tank.level,Good,50.824000,478.180
782,read,ns=2;s=SDPLC.tank.level,Good,50.824000,464.236
783,read,ns=2;s=SDPLC.tank.level,Good,50.824000,419.098
784,read,ns=2;s=SDPLC.tank.level,Good,50.825000,432.063
785,read,ns=2;s=SDPLC.tank.level,Good,50.825000,387.350
786,read,ns=2;s=SDPLC.tank.level,Good,50.825000,431.176
787,read,ns=2;s=SDPLC.tank.level,Good,50.825000,541.855
788,read,ns=2;s=SDPLC.tank.level,Good,50.825000,478.001
789,read,ns=2;s=SDPLC.tank.level,Good,50.825000,528.754
790,read,ns=2;s=SDPLC.tank.level,Good,50.825000,494.505
791,read,ns=2;s=SDPLC.tank.level,Good,50.825000,538.550
792,read,ns=2;s=SDPLC.tank.level,Good,50.825000,497.983
793,read,ns=2;s=SDPLC.tank.level,Good,50.825000,526.169
794,read,ns=2;s=SDPLC.tank.level,Good,50.825000,548.474
795,read,ns=2;s=SDPLC.tank.level,Good,50.825000,598.968
796,read,ns=2;s=SDPLC.tank.level,Good,50.825000,525.072
797,read,ns=2;s=SDPLC.tank.level,Good,50.825000,513.817
798,read,ns=2;s=SDPLC.tank.level,Good,50.825000,549.829
799,read,ns=2;s=SDPLC.tank.level,Good,50.825000,548.677
800,read,ns=2;s=SDPLC.tank.level,Good,50.825000,503.484
801,read,ns=2;s=SDPLC.tank.level,Good,50.825000,471.828
802,read,ns=2;s=SDPLC.tank.level,Good,50.825000,473.595
803,read,ns=2;s=SDPLC.tank.level,Good,50.825000,499.316
804,read,ns=2;s=SDPLC.tank.level,Good,50.826000,562.802
805,read,ns=2;s=SDPLC.tank.level,Good,50.826000,496.678
806,read,ns=2;s=SDPLC.tank.level,Good,50.826000,529.882
807,read,ns=2;s=SDPLC.tank.level,Good,50.826000,523.102
808,read,ns=2;s=SDPLC.tank.level,Good,50.826000,475.423
809,read,ns=2;s=SDPLC.tank.level,Good,50.826000,471.832
810,read,ns=2;s=SDPLC.tank.level,Good,50.826000,531.912
811,read,ns=2;s=SDPLC.tank.level,Good,50.826000,508.770
812,read,ns=2;s=SDPLC.tank.level,Good,50.826000,577.552
813,read,ns=2;s=SDPLC.tank.level,Good,50.826000,477.350
814,read,ns=2;s=SDPLC.tank.level,Good,50.826000,531.443
815,read,ns=2;s=SDPLC.tank.level,Good,50.826000,524.916
816,read,ns=2;s=SDPLC.tank.level,Good,50.826000,548.430
817,read,ns=2;s=SDPLC.tank.level,Good,50.826000,517.154
818,read,ns=2;s=SDPLC.tank.level,Good,50.826000,510.752
819,read,ns=2;s=SDPLC.tank.level,Good,50.826000,534.072
820,read,ns=2;s=SDPLC.tank.level,Good,50.826000,463.950
821,read,ns=2;s=SDPLC.tank.level,Good,50.826000,550.106
822,read,ns=2;s=SDPLC.tank.level,Good,50.826000,494.163
823,read,ns=2;s=SDPLC.tank.level,Good,50.827000,554.980
824,read,ns=2;s=SDPLC.tank.level,Good,50.827000,469.319
825,read,ns=2;s=SDPLC.tank.level,Good,50.827000,466.891
826,read,ns=2;s=SDPLC.tank.level,Good,50.827000,559.888
827,read,ns=2;s=SDPLC.tank.level,Good,50.827000,471.907
828,read,ns=2;s=SDPLC.tank.level,Good,50.827000,520.907
829,read,ns=2;s=SDPLC.tank.level,Good,50.827000,572.203
830,read,ns=2;s=SDPLC.tank.level,Good,50.827000,492.742
831,read,ns=2;s=SDPLC.tank.level,Good,50.827000,455.936
832,read,ns=2;s=SDPLC.tank.level,Good,50.827000,472.500
833,read,ns=2;s=SDPLC.tank.level,Good,50.827000,530.070
834,read,ns=2;s=SDPLC.tank.level,Good,50.827000,472.372
835,read,ns=2;s=SDPLC.tank.level,Good,50.827000,529.974
836,read,ns=2;s=SDPLC.tank.level,Good,50.827000,489.871
837,read,ns=2;s=SDPLC.tank.level,Good,50.827000,488.637
838,read,ns=2;s=SDPLC.tank.level,Good,50.827000,457.183
839,read,ns=2;s=SDPLC.tank.level,Good,50.827000,474.967
840,read,ns=2;s=SDPLC.tank.level,Good,50.827000,478.460
841,read,ns=2;s=SDPLC.tank.level,Good,50.827000,417.680
842,read,ns=2;s=SDPLC.tank.level,Good,50.827000,405.630
843,read,ns=2;s=SDPLC.tank.level,Good,50.828000,535.787
844,read,ns=2;s=SDPLC.tank.level,Good,50.828000,501.875
845,read,ns=2;s=SDPLC.tank.level,Good,50.828000,507.976
846,read,ns=2;s=SDPLC.tank.level,Good,50.828000,545.908
847,read,ns=2;s=SDPLC.tank.level,Good,50.828000,480.331
848,read,ns=2;s=SDPLC.tank.level,Good,50.828000,538.228
849,read,ns=2;s=SDPLC.tank.level,Good,50.828000,516.288
850,read,ns=2;s=SDPLC.tank.level,Good,50.828000,536.941
851,read,ns=2;s=SDPLC.tank.level,Good,50.828000,515.261
852,read,ns=2;s=SDPLC.tank.level,Good,50.828000,556.108
853,read,ns=2;s=SDPLC.tank.level,Good,50.828000,506.106
854,read,ns=2;s=SDPLC.tank.level,Good,50.828000,490.923
855,read,ns=2;s=SDPLC.tank.level,Good,50.828000,563.422
856,read,ns=2;s=SDPLC.tank.level,Good,50.828000,476.813
857,read,ns=2;s=SDPLC.tank.level,Good,50.828000,518.724
858,read,ns=2;s=SDPLC.tank.level,Good,50.828000,468.711
859,read,ns=2;s=SDPLC.tank.level,Good,50.828000,516.224
860,read,ns=2;s=SDPLC.tank.level,Good,50.828000,578.556
861,read,ns=2;s=SDPLC.tank.level,Good,50.828000,495.266
862,read,ns=2;s=SDPLC.tank.level,Good,50.828000,470.093
863,read,ns=2;s=SDPLC.tank.level,Good,50.829000,483.855
864,read,ns=2;s=SDPLC.tank.level,Good,50.829000,532.385
865,read,ns=2;s=SDPLC.tank.level,Good,50.829000,511.599
866,read,ns=2;s=SDPLC.tank.level,Good,50.829000,530.876
867,read,ns=2;s=SDPLC.tank.level,Good,50.829000,533.965
868,read,ns=2;s=SDPLC.tank.level,Good,50.829000,531.968
869,read,ns=2;s=SDPLC.tank.level,Good,50.829000,506.764
870,read,ns=2;s=SDPLC.tank.level,Good,50.829000,486.546
871,read,ns=2;s=SDPLC.tank.level,Good,50.829000,518.132
872,read,ns=2;s=SDPLC.tank.level,Good,50.829000,480.529
873,read,ns=2;s=SDPLC.tank.level,Good,50.829000,483.265
874,read,ns=2;s=SDPLC.tank.level,Good,50.829000,485.802
875,read,ns=2;s=SDPLC.tank.level,Good,50.829000,544.264
876,read,ns=2;s=SDPLC.tank.level,Good,50.829000,552.643
877,read,ns=2;s=SDPLC.tank.level,Good,50.829000,538.762
878,read,ns=2;s=SDPLC.tank.level,Good,50.829000,521.708
879,read,ns=2;s=SDPLC.tank.level,Good,50.829000,494.957
880,read,ns=2;s=SDPLC.tank.level,Good,50.829000,511.700
881,read,ns=2;s=SDPLC.tank.level,Good,50.829000,507.668
882,read,ns=2;s=SDPLC.tank.level,Good,50.830000,490.087
883,read,ns=2;s=SDPLC.tank.level,Good,50.830000,490.265
884,read,ns=2;s=SDPLC.tank.level,Good,50.830000,451.373
885,read,ns=2;s=SDPLC.tank.level,Good,50.830000,476.241
886,read,ns=2;s=SDPLC.tank.level,Good,50.830000,483.268
887,read,ns=2;s=SDPLC.tank.level,Good,50.830000,500.631
888,read,ns=2;s=SDPLC.tank.level,Good,50.830000,450.722
889,read,ns=2;s=SDPLC.tank.level,Good,50.830000,479.074
890,read,ns=2;s=SDPLC.tank.level,Good,50.830000,469.446
891,read,ns=2;s=SDPLC.tank.level,Good,50.830000,470.428
892,read,ns=2;s=SDPLC.tank.level,Good,50.830000,708.884
893,read,ns=2;s=SDPLC.tank.level,Good,50.830000,487.635
894,read,ns=2;s=SDPLC.tank.level,Good,50.830000,523.226
895,read,ns=2;s=SDPLC.tank.level,Good,50.830000,496.131
896,read,ns=2;s=SDPLC.tank.level,Good,50.830000,525.684
897,read,ns=2;s=SDPLC.tank.level,Good,50.830000,470.357
898,read,ns=2;s=SDPLC.tank.level,Good,50.830000,497.041
899,read,ns=2;s=SDPLC.tank.level,Good,50.830000,475.859
900,read,ns=2;s=SDPLC.tank.level,Good,50.830000,515.748
901,read,ns=2;s=SDPLC.tank.level,Good,50.830000,476.254
902,read,ns=2;s=SDPLC.tank.level,Good,50.831000,537.703
903,read,ns=2;s=SDPLC.tank.level,Good,50.831000,488.310
904,read,ns=2;s=SDPLC.tank.level,Good,50.831000,533.351
905,read,ns=2;s=SDPLC.tank.level,Good,50.831000,541.757
906,read,ns=2;s=SDPLC.tank.level,Good,50.831000,534.376
907,read,ns=2;s=SDPLC.tank.level,Good,50.831000,511.738
908,read,ns=2;s=SDPLC.tank.level,Good,50.831000,510.441
909,read,ns=2;s=SDPLC.tank.level,Good,50.831000,552.272
910,read,ns=2;s=SDPLC.tank.level,Good,50.831000,502.573
911,read,ns=2;s=SDPLC.tank.level,Good,50.831000,492.288
912,read,ns=2;s=SDPLC.tank.level,Good,50.831000,493.641
913,read,ns=2;s=SDPLC.tank.level,Good,50.831000,516.004
914,read,ns=2;s=SDPLC.tank.level,Good,50.831000,463.993
915,read,ns=2;s=SDPLC.tank.level,Good,50.831000,541.350
916,read,ns=2;s=SDPLC.tank.level,Good,50.831000,497.635
917,read,ns=2;s=SDPLC.tank.level,Good,50.831000,454.282
918,read,ns=2;s=SDPLC.tank.level,Good,50.831000,462.972
919,read,ns=2;s=SDPLC.tank.level,Good,50.831000,534.661
920,read,ns=2;s=SDPLC.tank.level,Good,50.831000,487.081
921,read,ns=2;s=SDPLC.tank.level,Good,50.832000,483.301
922,read,ns=2;s=SDPLC.tank.level,Good,50.832000,550.440
923,read,ns=2;s=SDPLC.tank.level,Good,50.832000,583.399
924,read,ns=2;s=SDPLC.tank.level,Good,50.832000,510.030
925,read,ns=2;s=SDPLC.tank.level,Good,50.832000,506.258
926,read,ns=2;s=SDPLC.tank.level,Good,50.832000,524.555
927,read,ns=2;s=SDPLC.tank.level,Good,50.832000,471.043
928,read,ns=2;s=SDPLC.tank.level,Good,50.832000,546.569
929,read,ns=2;s=SDPLC.tank.level,Good,50.832000,515.244
930,read,ns=2;s=SDPLC.tank.level,Good,50.832000,501.178
931,read,ns=2;s=SDPLC.tank.level,Good,50.832000,511.189
932,read,ns=2;s=SDPLC.tank.level,Good,50.832000,504.297
933,read,ns=2;s=SDPLC.tank.level,Good,50.832000,536.084
934,read,ns=2;s=SDPLC.tank.level,Good,50.832000,592.105
935,read,ns=2;s=SDPLC.tank.level,Good,50.832000,511.884
936,read,ns=2;s=SDPLC.tank.level,Good,50.832000,558.465
937,read,ns=2;s=SDPLC.tank.level,Good,50.832000,520.007
